,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Kindle Store,Kindle eBooks,Literature & Fiction,features,publisher,publication date,language,file size,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,best sellers rank,simultaneous device usage,page numbers source isbn,Books,Teen & Young Adult,paperback,isbn13,reading age,item weight,dimensions,Children's Books,Comics & Graphic Novels,hardcover,isbn10,lexile measure,grade level,Genre Fiction,Graphic Novels,Animals,Science Fiction & Fantasy,Fantasy,Science Fiction,Adventure,listening length,author,narrator,whispersync for voice,audiblecom release date,program type,version,United States,Family Life,Computers & Technology,"Mystery, Thriller & Suspense",Thrillers & Suspense,Travel,Specialty Travel,"Fairy Tales, Folk Tales & Myths",History & Criticism,Action & Adventure,Mystery,"Activities, Crafts & Games",Children's eBooks,Growing Up & Facts of Life,"Comics, Manga & Graphic Novels",Historical,History,Manga,Crime,Reference,"Writing, Research & Publishing Guides",Light Novels,Magical Realism,Religions,Australia & Oceania,Sea Stories,Science & Math,Biological Sciences,Romance,Short Stories & Anthologies,Audible Books & Originals,Paranormal & Urban,Contemporary,"TV, Movie, Video Game Adaptations",Humor & Entertainment,Epic,Horror,Dark Fantasy,Paranormal,Urban,Erotica,Mythology & Folk Tales,Myths & Legends,Asian,Cultural Heritage,Arts & Photography,Politics & Social Sciences,Politics & Government,Family Saga,LGBTQ+ Books,Women's Fiction,Police Procedurals,Humor & Satire,Dark Humor,Anthologies,Psychological Thrillers,Biographical,Women Sleuths,Cozy,Crafts & Hobbies,mass market paperback,Suspense,Biographies & Memoirs,True Crime,Crime & Criminal Biographies,Traditional Detectives,Coming of Age,International & World Politics,Russia & Soviet Union,Asia,Education & Teaching,Schools & Teaching,Religion & Spirituality,Spirituality,"Arts, Music & Photography",Engineering & Transportation,Engineering,Americas,Medical Books,Medicine,Parenting & Relationships,Military,Education & Reference,Self-Help,Biographies,Philosophy,Social Sciences,Geography & Cultures,Community & Culture,Business & Money,Management & Leadership,New Age & Spirituality,World,Professionals & Academics,"Crafts, Hobbies & Home",Leaders & Notable People,Pets & Animal Care,"Cookbooks, Food & Wine",Regional & International,Spies & Politics,Political,War,Sociology,World Literature,Latino American,Movies,Psychological,Christian Books & Bibles,Sports & Outdoors,"Science, Nature & How It Works",Office Products,Office & School Supplies,"Tape, Adhesives & Fasteners",Psychology,Architecture,Internal Medicine,Pathology,Forensic Medicine,Home Improvement & Design,Specific Topics,Intelligence & Espionage,Mysticism,leather bound,Alien Invasion,Hard Science Fiction,Metaphysical & Visionary,Technothrillers,Space Opera,Social & Family Issues,Family,Superheroes,Dystopian,Themes,Humorous,#1 in kindle singles,Ghosts,Gothic
829,0143117289,farm city: the education of an urban farmer,17.9,shakespeare book house,True,4.5,415.0, ,novella carpenter,,,,[],penguin books 1st edition (may 25 2010),,english,,,,,,,,,221159.0,,,1.0,,288 pages,9780143117285,,96 ounces,548 x 064 x 84 inches,,,,0143117289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0394747232,maus i: a survivor's tale: my father bleeds history,10.02,rna trade llc,True,4.7,5501.0, breakdowns the complete maus in the shadow of no towers the wild party maus now this legendary 1978 collection of comics by art spiegelman pulitzer prizewinning author of the bestselling maus presents the seminal early works that changed how comics are made and appreciated today—now with a new afterword by the author the definitive edition of the pulitzer prize–winning graphic novel containing parts i and ii in one stunning volume—one of variety’s “banned and challenged books everyone should read” for the pulitzer prizewinning author of maus the terrorist attacks of september 11th were both highly personal and intensely political in the shadow of no towers is a masterful and moving account of the events and aftermath of that tragic day art spiegelmans sinister and witty blackandwhite drawings give charged new life to joseph moncure marchs the wild party a lost classic from 1928 illustrated with images from spiegelman’s maus maus now includes work from 21 critics authors and academics—including philip pullman robert storr ruth franklin and adam gopnik—on the achievement and innovation of maus,art spiegelman,,,,[],pantheon (august 12 1986),,english,,,,,,,,,4550.0,,,1.0,,160 pages,9780394747231,,148 ounces,656 x 046 x 9 inches,,,,0394747232,np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,B0CCQS7KLF,"fighting to belong!: asian american, native hawaiian, and pacific islander history from the 1700s through the 1800s (a history of asian americans, native hawaiians, and pacific islanders, 1)",11.95,thenpsstore,True,5.0,11.0,a school library journal recommended purchasethe challenges and contributions of aanhpi [asian american native hawaiian and pacific islander] people are an integral part of the development of the united states yet they are often not viewed as a part of american history and are frequently excluded in american schools this short fantastic and fastpaced graphic novel will fill in that missing piece providing readers a living history of aanhpi verdict this visually engaged book helps young readers of all backgrounds across the country understand how aanhpi historical events are greatly linked within the foundation of the united states recommended purchasehistoric contributions and stories of resilience are shared in this dynamic graphic novel an informative and engaging read—maia and alex shibutani twotime olympic medalists and authors of amazing asian americans and pacific islanders who inspire us allasian american native hawaiian and pacific islander history is american history the unique experiences challenges and contributions of aanhpis are an integral part of our country’s development but they are rarely taught in american schoolsfor many americans of asian american native hawaiian or pacific islander descent who grew up in the united states there continues to be a startling lack of opportunity to learn about our own history in our country even today over 70 of americans have little knowledge about aanhpi history or confuse it with asian history fighting to belong asian americans native hawaiians and pacific islanders from the 1700s through the 1800s written by bestselling writer amy chu (wonder woman deadpool antman iron man) and alexander chang and illustrated by louie chin (bodega cat) shares this important and dynamic part of the american experience in an accessible and engaging graphic novel formatin this book the first volume of a threebook series our middle school protagonists padmini sammy joe and tiana and their guide kenji embark on an amazing journey through time to witness key events in aanhpi history they witness the arrival of the manilamen to the united states in the eighteenth century and fly through significant moments in the next 150 years fighting to belong helps new audiences young and old aanhpi and nonaanhpi understand how these stories are truly interwoven within the fabric of america ,amy chu,,,,[],third state books (february 6 2024),,english,,,,,,,,,40317.0,,,1.0,,40 pages,9798890130174,8  12 years,56 ounces,01 x 04 x 99 inches,1.0,,,,gn660l,4  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,0735266425,the cockroach (disgusting critters),5.99,sold by jenson books inc and fulfilled by amazon,True,4.8,96.0, ,elise gravel,,,1.0,[],tundra books illustrated edition (february 4 2020),,english,,,,,,,,,323233.0,,,1.0,,,9780735266421,6  9 years,78 ounces,625 x 04 x 85 inches,1.0,,32 pages,0735266425,760l,1  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1338120913,"i survived the sinking of the titanic, 1912 (i survived graphix)",6.94,jenson books inc,True,4.8,1898.0, ,lauren tarshis,,,1.0,[],graphix illustrated edition (february 4 2020),,english,,,,,,,,,5225.0,,,1.0,,160 pages,9781338120912,8  10 years from customers,231 pounds,6 x 05 x 9 inches,1.0,,,1338120913,gn390l,3  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,059322440X,who was the girl warrior of france?: joan of arc: a who hq graphic novel (who hq graphic novels),7.99,books today for you,True,4.8,20.0, who sparked the montgomery bus boycott rosa parks who was the first man on the moon neil armstrong who was the girl warrior of france joan of arc who was the voice of the people cesar chavez presenting who hq graphic novels an exciting new addition to the who was series discover the story behind rosa parks and the montgomery bus boycott in this compelling graphic novel  written by insha fitzpatrick and illustrated by #drawingwhileblack organizer abelle hayford discover the story behind neil armstrong and the apollo 11 mission in this immersive graphic novel  by montague twins creative duo nathan page and drew shannon discover the story behind joan of arc and her journey to triumph in the hundred years war in this captivating graphic novel  written by sarah winifred searle and illustrated by awardwinning cartoonist maria capelle frantz discover the story behind cesar chavez and the delano grape strike in this moving graphic novel  written by awardwinning author terry blas and illustrated by ignatznominated cartoonist mar julia,sarah winifred searle,,,,[],penguin workshop (january 11 2022),,english,,,,,,,,,92099.0,,,1.0,,64 pages,9780593224403,8  12 years,48 ounces,537 x 029 x 772 inches,1.0,,,059322440x,gn700l,3  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1539425215,short and easy spanish novels for beginners (bilingual edition: spanish-english): learn spanish by reading stories of suspense and horror,14.38,,True,4.5,137.0, ,joe arenas,,,,[],createspace independent publishing platform bilingual edition (october 11 2016),,english,,,,,,,,,175231.0,,,1.0,1.0,144 pages,9781539425212,,53 ounces,5 x 033 x 8 inches,,,,1539425215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1419750178,"the incredible nellie bly: journalist, investigator, feminist, and philanthropist",9.4,ships from and sold by ontimebooks,True,4.4,21.0, ,luciana cimino,,,,[],harry n abrams (march 2 2021),,english,,,,,,,,,301885.0,,,1.0,,,9781419750175,,128 pounds,72 x 075 x 99 inches,,,144 pages,1419750178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,1250781000,dictatorship: it's easier than you think!,15.99,ships from and sold by glenthebookseller,True,4.6,23.0,cohosts of the popular podcast gaslit nation outline the authoritarians playbook illuminating five steps every dictator needs to take to successfully amass and maintain powerdo you crave the power to shape the world in your imagecan you tell lies without blinking an eyedo you see enemies all around youif you answered yes to all of the above then this is the job for you and if becoming a dictator sounds intriguing well you’ve just stumbled upon the playbook that will guide you step by step towards making your big lie a realityjoin gaslit nation cohosts sarah kendzior and andrea chalupa with artist kasia babis on a journey from riches to even more riches they’ll show you how to consolidate your authority silence your critics weaponize your citizens and even prolong your inevitable downfalldictatorship it’s easier than you think ,sarah kendzior,,,,[],first second (june 13 2023),,english,,,,,,,,,192811.0,,,1.0,,,9781250781000,,182 pounds,65 x 11 x 935 inches,,,304 pages,1250781000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1338353845,share your smile: raina's guide to telling your own story,9.1,zbk books,True,4.8,1952.0, ,raina telgemeier,,,,[],graphix illustrated edition (april 30 2019),,english,,,,,,,,,15426.0,,,1.0,,,9781338353846,8  10 years from customers,231 pounds,55 x 05 x 825 inches,1.0,,144 pages,1338353845,870l,3  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,0679748407,maus i & ii paperback box set,15.82,oliviaproducts,True,4.8,11544.0, ,art spiegelman,,,,[],pantheon reprint edition (october 19 1993),,english,,,,,,,,,3095.0,,,1.0,,2 pages,9780679748403,,209 pounds,681 x 104 x 95 inches,,,,9780679748403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0425258823,the girl in the leaves (berkley true crime),9.89,ships from and sold by thriftbookschicago,True,4.2,1496.0,the shocking true crime story of one of the most bizarre mass murders ever recorded—and the girl who escaped with her lifein the fall of 2010 in the allamerican town of apple valley ohio four people disappeared without a trace stephanie sprang her friend tina maynard and tina’s two children thirteenyearold sarah and elevenyearold kody investigators began scouring the area yet despite an extensive search no signs of the missing people were discovered on the fourth day of the search evidence trickled in about neighborhood “weirdo” matthew hoffman a police swat team raided his home and found an extremely disturbing sight every square inch of the place was filled with leaves and a terrified sarah maynard was bound up in the middle of it like some sort of perverted autumn tableau but there was no trace of the others then came hoffman’s confession to an unspeakable crime that went beyond murder and defied all reason his tale of evil would make sarah’s survival and rescue all the more astonishing—a compelling tribute to a young girl’s resilience and courage and to her fierce determination to reclaim her life in the wake of unimaginable trauma ,robert scott,,,,[],berkley (december 31 2012),,english,,,,,,,,,11603.0,,,1.0,,320 pages,9780425258828,,231 pounds,419 x 077 x 75 inches,,,,0425258823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1911682768,wilderness knits for the home: unleash your creativity with step by step scandinavian knits to keep you warm through the winter months,18.29,,True,4.7,60.0, ,linka neumann,,,,[],pavilion books (december 13 2022),,english,,,,,,,,,157582.0,,,1.0,,,9781911682769,,174 pounds,768 x 087 x 992 inches,,,176 pages,1911682768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1338356313,sunshine: a graphic novel,10.93,dream books co,True,4.8,61.0, ,jarrett j krosoczka,,,,[],graphix (april 18 2023),,english,,,,,,,,,158877.0,,,1.0,,240 pages,9781338356311,12 years and up,11 pounds,61 x 07 x 846 inches,1.0,,,1338356313,hl460l,7 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,0998854204,"tiger bravo's war: an epic year with an elite airborne rifle company of the 101st airborne division's ""wandering warriors"", during the height of the vietnam war",12.99,valentines 01,True,4.6,1035.0, ,rick st john,,,,[],currahee press llc (august 22 2017),,english,,,,,,,,,109892.0,,,1.0,,356 pages,9780998854205,,105 pounds,6 x 081 x 9 inches,,,,0998854204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,0806538384,saving sadie: how a dog that no one wanted inspired the world,15.95,jenson books inc,True,4.4,1969.0, ,joal derse dauer,,,,[],citadel illustrated edition (september 26 2017),,english,,,,,,,,,53252.0,,,1.0,,256 pages,9780806538389,,9 ounces,548 x 069 x 822 inches,,,,0806538384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,0385742525,unbroken (the young adult adaptation): an olympian's journey from airman to castaway to captive,9.87,sold by jenson books inc and fulfilled by amazon,True,4.7,5311.0,in this captivating and lavishly illustrated young adult edition of her awardwinning #1 new york times bestseller laura hillenbrand tells the story of a former olympians courage cunning and fortitude following his plane crash in enemy territory this adaptation of unbroken introduces a new generation to one of historys most thrilling survival epics on a may afternoon in 1943 an american military plane crashed into the pacific ocean and disappeared leaving only a spray of debris and a slick of oil gasoline and blood then on the ocean surface a face appeared it was that of a young lieutenant the plane’s bombardier who was struggling to a life raft and pulling himself aboard so began one of the most extraordinary sagas of the second world war the lieutenant’s name was louis zamperini as a boy he had been a clever delinquent breaking into houses brawling and stealing as a teenager he had channeled his defiance into running discovering a supreme talent that carried him to the berlin olympics but when war came the athlete became an airman embarking on a journey that led to his doomed flight a tiny raft and a drift into the unknown ahead of zamperini lay thousands of miles of open ocean leaping sharks a sinking raft thirst and starvation enemy aircraft and beyond a trial even greater driven to the limits of endurance zamperini would respond to desperation with ingenuity suffering with hope and humor brutality with rebellion his fate whether triumph or tragedy would hang on the fraying wire of his will featuring more than one hundred photographs plus an exclusive interview with zamperini this breathtaking odyssey—also captured on film by director angelina jolie—is a testament to the strength of the human spirit and the ability to endure against the unlikeliest of oddspraise for unbrokenthis adaptation of hillenbrands adult bestseller is highly dramatic and exciting as well as painful to read as it lays bare mans hellish inhumanity to man—booklist starredthis captivating book emphasizes the importance of determination the will to survive against impossible odds and support from family and friends a strong wellwritten work—sljthis fine adaptation ably brings an inspiring tale to young readers—kirkus read more ,laura hillenbrand,,,,[],random house childrens books reprint edition (april 25 2017),,english,,,,,,,,,2267.0,,,1.0,1.0,320 pages,9780385742528,11+ years from customers,104 pounds,7 x 084 x 9 inches,,,,0385742525,850l,7  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1626727856,"real friends (friends, 1)",6.99,jenson books inc,True,4.7,6992.0, ,shannon hale,,,,[],first second illustrated edition (may 2 2017),,english,,,,,,,,,10358.0,,,1.0,,224 pages,9781626727854,8  11 years from customers,137 ounces,555 x 065 x 79 inches,1.0,,,1626727856,gn290l,4  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1984858750,let's make dumplings!: a comic book cookbook,13.35,goodwill svnn,True,4.8,648.0, detailed folding guides a variety of cooking styles delicious recipes from buuz to wontons,hugh amano,,,,[],ten speed graphic (june 22 2021),,english,,,,,,,,,26029.0,,,1.0,,208 pages,9781984858757,,139 pounds,707 x 073 x 1037 inches,,,,1984858750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,B09JVNTFJ8,"weird true stories that sound made up: a collection of insane-but-true stories about pop culture, science, history, and more to satisfy your curious brain",12.99,,True,3.9,295.0, ,kimberly miller,,,,[],independently published (october 20 2021),,english,,,,,,,,,412459.0,,,1.0,,231 pages,9798484406098,,128 ounces,55 x 053 x 85 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0830782931,the action bible: heroes and villains (action bible series),14.99,,True,4.9,650.0, the action bible easter the action bible the action bible guessit game he action bible faith in action edition the action storybook bible la biblia en acción age range 6 and up 8 and up 6 and up 8 and up 48 8 and up pages 64 832 99 unique cards 832 256 832 description picture storybook showcasing 25 stories about jesus resurrection 238 fastpaced narratives 99 oversized cards with 15 clues each 238 fastpaced narratives each with a qr code to an interactive digital experience 15 key episodes combining several stories into one 238 fastpaced narratives,sergio cariello,,,1.0,[],david c cook new edition (february 1 2022),,english,,,,,,,,,10125.0,,,1.0,,,9780830782932,6  11 years from customers,231 pounds,663 x 08 x 1013 inches,1.0,,160 pages,0830782931,,2  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,B07N7JRRSY,mark twain: the complete novels,1.99,,True,4.6,1101.0,here you will find the complete novels of mark twain in the chronological order of their original publication  the gilded age a tale of today  the adventures of tom sawyer  the prince and the pauper  the adventures of huckleberry finn  a connecticut yankee in king arthurs court  the american claimant  tom sawyer abroad  the tragedy of puddnhead wilson  tom sawyer detective  personal recollections of joan of arc  a double barrelled detective story  a horses tale  the mysterious stranger read more ,mark twain,,,1.0,[],kthtk (february 9 2024),february 9 2024,english,3316 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,2966 pages,26668.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,0061962791,inside out and back again: a newbery honor award winner,6.99,jenson books inc,True,4.6,7198.0, inside out and back again inside out and back again a harper classic when clouds touch us thanhha lai young readers collection modern classics from #1 new york times bestselling author thanhhà lai a novelinverse inspired by the authors childhood experience as a refugee fleeing vietnam after the fall of saigon and immigrating to alabama a special edition including an authors note interview family activity tips on writing poetry and discussion questions a stunning sequel picking up two years after hà and her family arrive in alabama as refugees from the việt nam war an ebook collection including inside out and back again along with listen slowly,thanhhà lai,,,1.0,[],harpercollins reprint edition (january 2 2013),,english,,,,,,,,,4202.0,,,1.0,,288 pages,9780061962790,9  12 years from customers,152 ounces,512 x 058 x 762 inches,1.0,,,0061962791,800l,3  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,B08BSZRXZ6,2034: a novel of the next world war,,,True,4.1,12091.0,from two former military officers and awardwinning authors a chillingly authentic geopolitical thriller that imagines a naval clash between the us and china in the south china sea in 2034  and the path from there to a nightmarish global conflagrationon march 12 2034 us navy commodore sarah hunt is on the bridge of her flagship the guided missile destroyer uss john paul jones conducting a routine freedom of navigation patrol in the south china sea when her ship detects an unflagged trawler in clear distress smoke billowing from its bridge on that same day us marine aviator major chris wedge mitchell is flying an f35e lightning over the strait of hormuz testing a new stealth technology as he flirts with iranian airspace by the end of that day wedge will be an iranian prisoner and sarah hunts destroyer will lie at the bottom of the sea sunk by the chinese navy iran and china have clearly coordinated their moves which involve the use of powerful new forms of cyber weaponry that render us ships and planes defenseless in a single day americas faith in its militarys strategic preeminence is in tatters a new terrifying era is at handso begins a disturbingly plausible work of speculative fiction coauthored by an awardwinning novelist and decorated marine veteran and the former commander of nato a legendary admiral who has spent much of his career strategically outmaneuvering americas most tenacious adversaries written with a powerful blend of geopolitical sophistication and human empathy 2034 takes us inside the minds of a global cast of characters  americans chinese iranians russians indians  as a series of arrogant miscalculations on all sides leads the world into an intensifying international storm in the end china and the united states will have paid a staggering cost one that forever alters the global balance of power everything in 2034 is an imaginative extrapolation from presentday facts on the ground combined with the authors years working at the highest and most classified levels of national security sometimes it takes a brilliant work of fiction to illuminate the most dire of warnings 2034 is all too close at hand and this cautionary tale presents the listener a dark yet possible future that we must do all we can to avoid* this audiobook edition includes an exclusive interview with coauthor admiral james stavridis read more ,elliot ackerman,,,,[],penguin audio,,english,,,,,,,,,4827.0,,,1.0,,,,,,,,,,,,,,,,,,,,10 hours and 49 minutes,elliot ackerman admiral james stavridis,emily woo zeller pj ochlan vikas adam dion graham feodor chin,ready,march 09 2021,audiobook,unabridged,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1404274286,pearl harbor: a day of infamy (graphic battles of world war ii),6.95,glenthebookseller,True,4.5,30.0, ,stephanie white,,,,[],rosen pub group illustrated edition (december 30 2006),,english,,,,,,,,,453414.0,,,1.0,,48 pages,9781404274280,10  13 years,4 ounces,65 x 025 x 10 inches,1.0,,,1404274286,,5  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,0375714839,the complete persepolis: volumes 1 and 2,14.99,zbk wholesale,True,4.7,2771.0, the complete persepolis embroideries persepolis persepolis 2 chicken with plums here in one volume marjane satrapis bestselling internationally acclaimed graphic memoir of growing up as a girl in revolutionary iran from the bestselling author of persepolis comes this enlightening look into the sex lives of iranian women gathering together marjane’s tough–talking grandmother stoic mother glamorous and eccentric aunt and their friends and neighbors wise funny and heartbreaking persepolis is marjane satrapi’s acclaimed graphic memoir of growing up in iran during the islamic revolution “a wholly original achievement” —the new york times the 50 best memoirs of the past 50 years the fascinating continuation of the bestselling persepolis “one of the freshest and most original memoirs of our day” (los angeles times) marjane satrapi dazzles with her graphic memoir about growing up in iran during the iranian revolution acclaimed graphic artist marjane satrapi brings what has become her signature humor and insight her keen eye and ear to the heartrending story of a celebrated iranian musician who gives up his life for music and love,marjane satrapi,,,,[],pantheon media tiein edition (october 30 2007),,english,,,,,,,,,6401.0,,,1.0,,352 pages,9780375714832,,141 pounds,6 x 09 x 88 inches,,,,0375714839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
