,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Kindle Store,Kindle eBooks,Literature & Fiction,features,publisher,publication date,language,file size,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,best sellers rank,simultaneous device usage,page numbers source isbn,Books,Teen & Young Adult,paperback,isbn13,reading age,item weight,dimensions,Children's Books,Comics & Graphic Novels,hardcover,isbn10,lexile measure,grade level,Genre Fiction,Graphic Novels,Animals,Science Fiction & Fantasy,Fantasy,Science Fiction,Adventure,listening length,author,narrator,whispersync for voice,audiblecom release date,program type,version,United States,Family Life,Computers & Technology,"Mystery, Thriller & Suspense",Thrillers & Suspense,Travel,Specialty Travel,"Fairy Tales, Folk Tales & Myths",History & Criticism,Action & Adventure,Mystery,"Activities, Crafts & Games",Children's eBooks,Growing Up & Facts of Life,"Comics, Manga & Graphic Novels",Historical,History,Manga,Crime,Reference,"Writing, Research & Publishing Guides",Light Novels,Magical Realism,Religions,Australia & Oceania,Sea Stories,Science & Math,Biological Sciences,Romance,Short Stories & Anthologies,Audible Books & Originals,Paranormal & Urban,Contemporary,"TV, Movie, Video Game Adaptations",Humor & Entertainment,Epic,Horror,Dark Fantasy,Paranormal,Urban,Erotica,Mythology & Folk Tales,Myths & Legends,Asian,Cultural Heritage,Arts & Photography,Politics & Social Sciences,Politics & Government,Family Saga,LGBTQ+ Books,Women's Fiction,Police Procedurals,Humor & Satire,Dark Humor,Anthologies,Psychological Thrillers,Biographical,Women Sleuths,Cozy,Crafts & Hobbies,mass market paperback,Suspense,Biographies & Memoirs,True Crime,Crime & Criminal Biographies,Traditional Detectives,Coming of Age,International & World Politics,Russia & Soviet Union,Asia,Education & Teaching,Schools & Teaching,Religion & Spirituality,Spirituality,"Arts, Music & Photography",Engineering & Transportation,Engineering,Americas,Medical Books,Medicine,Parenting & Relationships,Military,Education & Reference,Self-Help,Biographies,Philosophy,Social Sciences,Geography & Cultures,Community & Culture,Business & Money,Management & Leadership,New Age & Spirituality,World,Professionals & Academics,"Crafts, Hobbies & Home",Leaders & Notable People,Pets & Animal Care,"Cookbooks, Food & Wine",Regional & International,Spies & Politics,Political,War,Sociology,World Literature,Latino American,Movies,Psychological,Christian Books & Bibles,Sports & Outdoors,"Science, Nature & How It Works",Office Products,Office & School Supplies,"Tape, Adhesives & Fasteners",Psychology,Architecture,Internal Medicine,Pathology,Forensic Medicine,Home Improvement & Design,Specific Topics,Intelligence & Espionage,Mysticism,leather bound,Alien Invasion,Hard Science Fiction,Metaphysical & Visionary,Technothrillers,Space Opera,Social & Family Issues,Family,Superheroes,Dystopian,Themes,Humorous,#1 in kindle singles,Ghosts,Gothic
307,B093WB84G1,house of sky and breath (crescent city book 2),8.21,,True,4.8,68494.0,the #1 new york times bestsellersarah j maass sexy groundbreaking crescent city series continues with thesecond installmentbryce quinlan and hunt athalar are trying to get back to normalthey may have saved crescent city but with so much upheaval in their lives lately they mostly want a chance to relax slow down figure out what the future holdsthe asteri have kept their word so far leaving bryce and hunt alone but with the rebels chipping away at the asteris power the threat the rulers pose is growing as bryce hunt and their friends get pulled into the rebels plans the choice becomes clear stay silent while others are oppressed or fight for whats right and theyve never been very good at staying silentin this sexy actionpacked sequel to the #1 bestseller house of earth and blood sarah j maas weaves a captivating story of a world about to explodeand the people who will do anything to save it a court of thorn and roses crescent city throne of glass also available from sarah j maas,sarah j maas,1.0,1.0,,[],bloomsbury publishing 1st edition (february 15 2022),february 15 2022,english,9664 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,807 pages,64.0,,163973175x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,B0BSDMDQT1,"wizardom legends: temple of the unknown: action, intrigue, & humor in a fast-paced fantasy adventure (tor the dungeon crawler book 1)",,,True,4.5,307.0,d&d meets indiana jones in a new treasure hunting series set in the bestselling world of wizardomsloved the characters great personalities great action and great quests  ★★★★★a retired master ranger has disappeared and his daughter is desperate to find him when approached with this quest tor ranseur declinesuntil he discovers this man went missing while following clues leading to a temple of legendthe magical artifacts rumored to await in these ruins are too alluring to denyjoined by a dysfunctional crew armed with magical weapons tor sets off on a quest to locate infiltrate and pilfer the temple of the dark lord what he finds is something completely unexpected as monsters traps and betrayal turn the quest from dangerous to deadlyif you enjoy fastpaced questing stories witty banter and the discovery of magical artifacts youll love this all new series featuring the worlds premier team of relic seekersbe it your first wizardoms novel or your 16th you dont want to miss this all new thrilling adventureclick buy it now and join tors bantering crew on an actionpacked quest read more meet the premier questing team across the eight wizardoms tor ranseur  squad leader armed with enchanted weapons this retired soldier leads his crew in search of magical artifacts that might tip the scales in the battle against the forces of darkness his expertise on ancient history skill in disarming traps and ability to solve puzzles make him ideal for this role koji  towering warrior after more than a decade together as murguard soldiers koji is tors most trusted friend while he stands seven feet tall and is as strong as an ox he has a kind heart koji wears an enchanted gauntlet that replaced a hand lost in battle and wields a razor sharp hatchet borgli  stone shaper exiled from his people borgli is a dwarf trapped in a human world this fierce warrior wields an ancient legendary hammer and he possesses the innate ability to shape stone with his bare hands gruff at one moment joking and brash the next borgli brings spirit and comical moments to his team quell  rangerarcher as the youngest and only female member quell rounds out the crew and provides a sense of balance raised by a master ranger she is a skilled archer tracker and hunter offering skills that the other team members lack her snark and sarcasm add humor and banter to the group dynamic,jeffrey l kohanek,1.0,1.0,,[],fallbrandt press (february 1 2023),february 1 2023,english,6060 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,294 pages,80445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1626926832,grimgar of fantasy and ash (light novel) vol. 5,13.99,sold by tgdbooks and fulfilled by amazon,True,4.7,720.0,mystery in the depths months have passed since haruhiro and company began their campaign to tame the labyrinth known as the hole of surprises delving ever deeper they discover a dangerous new path unmapped by any adventurers before them tackling this challenge means an alliance with team tokimune–the most eccentric party in all of alterna riches and drama await as haruhiro’s journey continues ,ao jyumonji,,,,[],airship illustrated edition (february 20 2018),,english,,,,,,,,,228419.0,,,1.0,,280 pages,9781626926837,13  18 years,96 ounces,584 x 073 x 823 inches,,,,1626926832,,7  9,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,B082YHJS14,"house of earth and blood: crescent city, book 1",,,True,4.7,86772.0,number one new york times bestselling author sarah j maas launches her brandnew crescent city series with house of earth and blood the story of halffae and halfhuman bryce quinlan as she seeks revenge in a contemporary fantasy world of magic danger and searing romance bryce quinlan had the perfect lifeworking hard all day and partying all night  until a demon murdered her closest friends leaving her bereft wounded and alone when the accused is behind bars but the crimes start up again bryce finds herself at the heart of the investigation shell do whatever it takes to avenge their deaths hunt athalar is a notorious fallen angel now enslaved to the archangels he once attempted to overthrow his brutal skills and incredible strength have been set to one purpose  to assassinate his boss enemies no questions asked but with a demon wreaking havoc in the city hes offered an irresistible deal help bryce find the murderer and his freedom will be within reach as bryce and hunt dig deep into crescent citys underbelly they discover a dark power that threatens everything and everyone they hold dear and they find in each other a blazing passion  one that could set them both free if theyd only let it with unforgettable characters sizzling romance and pauseresisting suspense this richly inventive new fantasy series by number one new york times bestselling author sarah j maas delves into the heartache of loss the price of freedom  and the power of love read more ,sarah j maas,,,,[],audible studios,,english,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,27 hours and 50 minutes,sarah j maas,elizabeth evans,ready,march 03 2020,audiobook,unabridged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1506728707,basil and oregano,13.66,ships from and sold by bellwetherbooks,True,4.4,59.0, ,melissa capriglione,,,,[],dark horse books (june 6 2023),,english,,,,,,,,,172880.0,,,1.0,,232 pages,9781506728704,12  17 years,13 ounces,604 x 05 x 903 inches,1.0,,,1506728707,,7  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,B09TRTK1BQ,hallowed ground: warhammer: age of sigmar,,,True,4.3,35.0,a warhammer age of sigmar audiobookthe siege of excelsis is over but the bloody battle has left its mark on the witch hunters galen and doralia ven denst when her father galen disappears into the wilds of ghur doralia sets off in pursuit wracked with suspicions that galens quest may yet spell doom for all excelsis listen to it because discover the mysterious past of galen and doralia ven denst in a tale of mystery and revenge set in ghur after the siege of excelsisthe story the siege of excelsis is over at last and the survivors count the costs amidst the rubble of their city even for galen and doralia ven denst two of the most feared witch hunters in the order of azyr the horrors they have witnessed are not so easily dismissed struggling with the traumas inflicted by the siege doralias concerns only grow when her father disappears into the wilds of ghur as she sets off on his trail doralia begins to suspect that galen is hunting down a dark secret from their past  one that might hold the key to a new threat rising to engulf excelsis with the city barely recovered from its ordeal both witch hunters must make a fatal choice between the desire for revenge and the rigours of duty  and should they decide poorly excelsis will pay the pricewritten by richard strachan narrated by helen keeley read more ,richard strachan,,,1.0,[],black library,,english,,,,,,,,,36424.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,9 hours and 47 minutes,richard strachan,helen keeley,ready,march 17 2022,audiobook,unabridged,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1975332407,"konosuba: god's blessing on this wonderful world!, vol. 13 (light novel): the lich’s proposal (konosuba (light novel), 13)",11.84,,True,4.8,441.0, ,natsume akatsuki,,,,[],yen on (february 23 2021),,english,,,,,,,,,515532.0,,,1.0,1.0,168 pages,9781975332402,13 years and up,53 ounces,545 x 08 x 82 inches,,,,1975332407,,8 and up,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1626927995,grimgar of fantasy and ash (light novel) vol. 6,13.99,goodwill of orange county,True,4.7,616.0,what do you mean we’re turning back the dusk realm has begun to attract attention as a new hunting ground however all is not well–there’s been a rise in cultist and white giant activity and massive new monsters have emerged together with soma the head of the day breakers haruhiro and the tokkis get caught up in largescale military offensive against the inhabitants of the dusk realm can they make it back to the day realm–and if the way is cut off where will they go read more ,ao jyumonji,,,,[],airship illustrated edition (may 15 2018),,english,,,,,,,,,336320.0,,,1.0,1.0,280 pages,9781626927995,13  18 years,114 ounces,593 x 077 x 83 inches,,,,1626927995,,7  9,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1732563233,the mannamong - volume 1: a kids fantasy graphic novel,14.99,,True,,0.0, the mannamong  volume 1 the mannamong  volume 2 read the series kali learns her favorite bedtime story about the mannamong is real when a rogue mannamong turns her life upside down stuck between mannmongs affairs kali struggles to find peace with tontorus the rogue mannamong who has taken over her soul,michael adam lengyel,,,,[],michael adam lengyel (february 28 2024),,english,,,,,,,,,158719.0,,,1.0,,192 pages,9781732563230,8 years and up,1 pounds,9 x 6 x 05 inches,1.0,1.0,,1732563233,,2  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,B0BW8JLJC5,"solo leveling, vol. 7 (comic) (solo leveling (comic), 7)",15.98,goodwill of nne,True,4.9,646.0, ,hgoon,,,,[],ize press (august 22 2023),,english,,,,,,,,,694.0,,,1.0,,304 pages,9798400900488,16 years and up,11 pounds,58 x 062 x 825 inches,,1.0,,,,11 and up,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,031649884X,"the witcher boxed set: blood of elves, the time of contempt, baptism of fire, the tower of swallows, the lady of the lake",47.23,twinline shops,True,4.8,370.0, the last wish sword of destiny blood of elves the time of contempt paperback ✓ ✓ ✓ ✓,andrzej sapkowski,,,1.0,[],orbit reprinttranslation edition (september 20 2022),,english,,,,,,,,,10391.0,,,1.0,,2208 pages,9780316498845,,449 pounds,645 x 565 x 895 inches,,,,031649884x,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1737988704,snowlands: a blood moon (book 1),,,True,4.6,125.0,a brandnew fullcolor graphic novel series for animal fantasy fans that delivers a daring adventure and a mysterious threat that has animalsprey and predator alikedisappearing an orphaned white wolf cub exiled from her packa lone snow leopard searching for her missing cuba bumbling wild cat who cant hold a tune in the midst of a brutal winter in the unforgiving snowlands famine plague the wolf pack as the pack goes hungry blame falls on feba an orphaned wolf cub whose white fur many elders believe is a bad omen when the wolf packs cubs vanish into thin air the pack leaders vote to banish feba and perhaps worse she escapes her fate and runs off into the icy wilderness of the snowlands lost in the treacherous mountains feba stumbles upon usha a cold and unfriendly snow leopard mother on a personal quest while usha wants nothing more than to continue her journey alone she grudgingly allows feba and a skittish young mountain cat batu to follow her with a snowy trail full of deadly obstacles ahead the unlikely trio sets out to find the seeress a magical being usha hopes can find her missing son each step takes usha feba and batu deeper into danger where they encounter other creaturessome helpful some deceitfuland uncover a widespread peril in the mountains the fate of the missing cubs and what having a family truly means snowlands is an epic tale of survival and friendship full of wild creatures magical mysteries and dangerous terrain perfect for middlegrade fans of erin hunters braveland and warriors series merozs background as an animator shines through in this graphic novels pageturning action sequences and artist fogel and colorist comodo use their considerable skills to turn desolate landscapes into rich engrossing images the numerous adversaries that the main trio of characters encounters are truly sinister and theyre just the right amount of scary for middlegrade readers meroz successfully delivers intriguing characters and necessary worldbuilding for a series that promises to be as likable as its lead character sumptuous visuals and intriguing ideas will leave readers hungry for more time in the snowlands kirkus reviews read more ,morr meroz,,,,[],the snowlands company (december 7 2021),,english,,,,,,,,,281694.0,,,1.0,,201 pages,9781737988700,9  12 years,161 pounds,,1.0,1.0,,1737988704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,B0CN93SPS5,"fantasy story recipes by storyfolk | fantasy writing guide book: bite-sized instructions for planning your fantasy story plot, characters, magic system, and world",15.68,,True,5.0,2.0, ,paige cody,,,,[],independently published (december 1 2023),,english,,,,,,,,,949001.0,,,1.0,,200 pages,9798867578053,13  18 years,128 ounces,6 x 05 x 9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1250901685,"the eye of the world: the graphic novel, volume four (wheel of time: the graphic novel, 4)",13.99,,True,4.7,97.0,now an original series starring rosamund pike as moirainecreated with the cooperation of the jordan estate adapted by wellknown comics writer chuck dixon and illustrated by the talented chase conley the eye of the world the graphic novel has been hailed as an exciting interpretation of robert jordans classic fantasy novel this volume features brilliant interior art by andie tongin the eye of the world the graphic novel volume four rand and mat perrin and egwene and their friends and fellow travelers separated into three groups and trying to make their way to caemlyn as quickly as possible perrin and egwene have fallen in with elyas and his wolf companions perrin is both distressed and intrigued when he discovers that he can understand the wolves when thom is apparently killed defending them rand and mat are griefstricken but they have no time to mourn for they know that darkfriends will soon be on their trail the boys put thoms lessons to good use by performing as gleemen to earn their livelihood as they head along the caemlyn road moiraine begins to teach a reluctant nynaeve the way of the one power challenging much that the wisdom thought she understood about the world soon all three groups find themselves pursued by darkfriends will they be safely reunited or will their enemies begin to pick them off one by one ,robert jordan,,,,[],tor books (april 25 2023),,english,,,,,,,,,65688.0,,,1.0,,176 pages,9781250901682,,105 pounds,67 x 04 x 1015 inches,,1.0,,1250901685,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,0316538728,the princess and the grilled cheese sandwich (a graphic novel),14.39,goodwill of north georgia,True,4.7,350.0, ,deya muniz,,,1.0,[],little brown ink (may 9 2023),,english,,,,,,,,,40249.0,,,1.0,1.0,256 pages,9780316538725,14+ years from customers,114 pounds,555 x 08 x 825 inches,,,,0316538728,,7 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1506738443,the flying ship volume 1,18.74,ships from and sold by half price books inc,True,5.0,1.0,queer adventure humor and heartfelt friendships star in this fantastical comics tale that truly feels like it’s for everyoneafter being stranded in a forgotten military outpost grumpy dobrinia sets out on a quest to marry a princess but in the vast tzardom of glas where magic has been outlawed troubled histories can catch up with even a flying shipthe flying ship by jem milton makes its first foray into print comics their fanfavorite story originally released digitally is part of the new collaboration between dark horse and tapas ,jem milton,,,1.0,[],dark horse books (november 7 2023),,english,,,,,,,,,416840.0,,,1.0,1.0,256 pages,9781506738444,13  17 years,132 pounds,664 x 05 x 1018 inches,,,,1506738443,,8  12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,B08Z7CFRGJ,grimgar of fantasy and ash: volume 17,7.99,,True,4.7,163.0, ,ao jyumonji,,,1.0,[],jnovel club (july 7 2021),july 7 2021,english,18664 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,,373481.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,B0B2J87WHS,erotic fantasies: 05 short sexual fantasy stories for adults,4.99,,True,3.5,31.0, ,jane duvall,,,1.0,[],independently published (may 26 2022),,english,,,,,,,,,318440.0,,,1.0,,77 pages,9798832198545,,5 ounces,5 x 02 x 8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1975380908,"final fantasy lost stranger, vol. 1 (final fantasy lost stranger, 1)",11.37,worldwide wilson,True,4.7,378.0, ,hazuki minase,,,1.0,[],yen press translation edition (august 28 2018),,english,,,,,,,,,210492.0,,,1.0,1.0,230 pages,9781975380908,13 years and up,231 pounds,51 x 069 x 75 inches,,,,1975380908,,8 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,B09JRX3MJX,the scum villain's self-saving system: ren zha fanpai zijiu xitong (novel) vol. 1,8.49,,True,4.9,4528.0, ,mo xiang tong xiu,1.0,1.0,,[],seven seas (december 14 2021),december 14 2021,english,27434 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,373 pages,26094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,B0CTTH537D,the good and the green: a cozy romantic fantasy novel (the wilderise tales),14.99,,True,4.5,26.0,a city girl trying to make the rent finds something priceless in a cozy cottage in the magical kingdom of wilderisewhen alison lennox learns of her surprise inheritance of a country estate she knows exactly what to do sell it her late father set her on the path to career success and gleaming dwarven highrises not backbreaking labor and leaky thatched roofsall she needs to do to keep her life on track is get in flip the cottage and get out hopefully with a pocket full of coin for the effortthe only problem everything in the nearby village is annoyingly charming the quaint shops the sweet little old ladies the adorable talking catand reclusive doctor keir ainsley is the worst of them all at first he’s good and irritating and he’s definitely wrong about where his property ends and hers begins but then he has to go and save her life from a diy disaster and then he shows her that under his bristly exterior there’s a tenderness that feels familiar and rightbut the town does have a problem a mysterious vine is spreading through the land choking out everything in its path “cute cottage minor overgrowth issue–probably not poisonous” isn’t going to work as a real estate listing but that’s not all that’s wrong the deeper her connection to keir and the town grows the further she strays from the life her father wanted for herand she’ll have to dig deep into the town’s thorny past to have any hope of stopping the vinefans of travis baldrees legends and lattes and heather fawcetts emily wildes encyclopaedia of faeries will love this heartwarming tale of finding love and coping with loss in the beautiful (and magical) kingdom of wilderisethe good and the green is a romantic and cozy fantasy with deep personal stakes wrapped in the comfort of warm tea feisty felines and good friends it is the first novel in the planned fournovel series the wilderise tales read more ,amy yorke,,,1.0,[],glasslook press (february 2 2024),,english,,,,,,,,,162011.0,,,1.0,,309 pages,9798989873913,,125 ounces,525 x 078 x 8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1534493514,the ones we burn,12.32,thriftbooksatlanta,True,4.5,227.0, ,rebecca mix,,,,[],margaret k mcelderry books (november 1 2022),,english,,,,,,,,,72647.0,,,1.0,1.0,,9781534493513,14 years and up,14 pounds,6 x 15 x 9 inches,,,480 pages,1534493514,hl710l,9  12,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,B0BW1TLFGR,defender: a dark epic fantasy novel (darkblade book 7),,,True,4.7,436.0, ,andy peloquin,1.0,1.0,,[],the fantasy fiends publishing inc (november 28 2023),november 28 2023,english,3287 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,737 pages,34308.0,unlimited,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1637151985,the snowcat prince,13.39,plumcircle,True,4.7,291.0, ,dina norlund,,,,[],oni press (march 7 2023),,english,,,,,,,,,75361.0,,,1.0,,176 pages,9781637151983,8  12 years,123 ounces,6 x 05 x 85 inches,1.0,,,1637151985,,4  6,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,B09X6RRK11,"curse of shadows and thorns: the broken kingdoms, book 1",,,True,4.4,11743.0,a rebellious princess a cursed rogue a forbidden love that will bring a kingdom to its kneesas niece of the king elise lysander cares about two things sneaking into gambling dens and avoiding an advantageous marriage at all costswhen her uncle holds the life of her deathly ill father over her head reluctantly elise puts her fate into the hands of legion grey the handsome and mysterious dowry negotiator he may be arrogant and infuriating but soon legion incites a blistering forbidden passion she can’t ignoreas their attraction grows so do the dangers attacks from blackeyed people a cursed enemy who is more beast than man and rumors of fae returning for the crown they believe was stolen from them long agoafter a bloody coup upends the kingdom elise flees with legion but nothing is as it seems the man she allowed into her heart reveals his own secret plans with the return of magic—and he has every intention of using elise to see them throughwith war between magic and mortal on the horizon elise must pick a side to protect her kingdom does she stand with her people who stole the throne or with a man who lied his way into her heart and whose secret past could bring her destructionfilled with luscious world building banterfilled romance and epic battles curse of shadows and thorns is the first book in the broken kingdoms series read more ,lj andrews,,,1.0,[],podium audio,,english,,,,,,,,,4826.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,10 hours and 38 minutes,lj andrews,stina nielsen,,august 23 2022,audiobook,unabridged,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
